Reference_Ligand,Query_Ligand,Num_Atoms_in_MCS
MAT-POS-1bed62cf-3,MAT-POS-5d65ec79-2,25
MAT-POS-1bed62cf-3,MAT-POS-7174c657-5,21
MAT-POS-1bed62cf-3,EDG-MED-b1ef7fe3-1,25
MAT-POS-1bed62cf-3,EDJ-MED-43f8f7d6-4,23
MAT-POS-1bed62cf-3,RUB-POS-1325a9ea-4,21
MAT-POS-1bed62cf-3,RAL-THA-2d450e86-30,20
MAT-POS-1bed62cf-3,EDJ-MED-e4b030d8-11,23
MAT-POS-1bed62cf-3,MAT-POS-dd3ad2b5-2,23
MAT-POS-1bed62cf-3,MAT-POS-fb82b63d-1,22
MAT-POS-1bed62cf-3,MAT-POS-1bed62cf-3,33
MAT-POS-1bed62cf-3,ALP-POS-8b8a49e1-4,14
MAT-POS-1bed62cf-3,EDG-MED-ba1ac7b9-21,25
MAT-POS-1bed62cf-3,MAT-POS-e119ab4f-3,30
MAT-POS-1bed62cf-3,EDJ-MED-8c98ee63-2,26
MAT-POS-1bed62cf-3,MAT-POS-5cd9ea36-15,30
MAT-POS-1bed62cf-3,ERI-UCB-d6de1f3c-2,10
MAT-POS-1bed62cf-3,MAT-POS-2e8b2191-12,23
MAT-POS-1bed62cf-3,MAT-POS-fce787c2-6,21
MAT-POS-1bed62cf-3,MAT-POS-de59a476-2,21
MAT-POS-1bed62cf-3,EDJ-MED-e69ed63d-13,23
MAT-POS-1bed62cf-3,RAL-THA-2d450e86-6,21
MAT-POS-1bed62cf-3,JIN-POS-6dc588a4-6,17
MAT-POS-1bed62cf-3,RAL-THA-2d450e86-12,20
MAT-POS-1bed62cf-3,EDJ-MED-8bb691af-6,25
MAT-POS-1bed62cf-3,ALP-POS-477dc5b7-5,24
MAT-POS-1bed62cf-3,EDG-MED-ba1ac7b9-13,25
MAT-POS-1bed62cf-3,ALP-UNI-3735e77e-2,23
MAT-POS-1bed62cf-3,RAL-THA-8416115c-5,23
MAT-POS-1bed62cf-3,MAT-POS-e6dd326d-6,24
MAT-POS-1bed62cf-3,MAT-POS-90fd5f68-13,21
MAT-POS-1bed62cf-3,ALP-UNI-3735e77e-1,24
MAT-POS-1bed62cf-3,TRY-UNI-2eddb1ff-7,17
MAT-POS-1bed62cf-3,MIK-ENA-5d9157e9-6,19
MAT-POS-1bed62cf-3,MAT-POS-4223bc15-3,23
MAT-POS-1bed62cf-3,MAT-POS-4223bc15-11,23
MAT-POS-1bed62cf-3,MAT-POS-4223bc15-23,30
MAT-POS-1bed62cf-3,EDJ-MED-1981ceba-4,23
MAT-POS-1bed62cf-3,ALP-UNI-8d415491-3,22
MAT-POS-1bed62cf-3,MAT-POS-90fd5f68-2,21
MAT-POS-1bed62cf-3,VLA-UNK-82501c2c-1,20
MAT-POS-1bed62cf-3,EDJ-MED-705e09b8-1,28
MAT-POS-1bed62cf-3,EDJ-MED-1981ceba-3,23
MAT-POS-1bed62cf-3,MAT-POS-90fd5f68-38,21
MAT-POS-1bed62cf-3,RAL-THA-2d450e86-1,20
MAT-POS-1bed62cf-3,MAT-POS-e9e99895-11,22
MAT-POS-1bed62cf-3,EDJ-MED-8bb691af-8,25
MAT-POS-1bed62cf-3,EDG-MED-10fcb19e-1,23
MAT-POS-1bed62cf-3,EDJ-MED-4fff0a85-3,23
MAT-POS-1bed62cf-3,EDJ-MED-7889e8da-3,30
MAT-POS-1bed62cf-3,MAT-POS-fce787c2-4,21
MAT-POS-1bed62cf-3,JAN-GHE-5a013bed-2,11
MAT-POS-1bed62cf-3,MAT-POS-a54ce14d-2,23
MAT-POS-1bed62cf-3,MAT-POS-e9e99895-6,22
MAT-POS-1bed62cf-3,RAL-THA-2d450e86-10,20
MAT-POS-1bed62cf-3,MAT-POS-90fd5f68-19,21
MAT-POS-1bed62cf-3,ALP-POS-1cbc2fae-1,23
MAT-POS-1bed62cf-3,ALP-POS-6f6ae286-5,30
MAT-POS-1bed62cf-3,EDJ-MED-9e38fd34-1,23
MAT-POS-1bed62cf-3,VLA-UCB-50c39ae8-2,25
MAT-POS-1bed62cf-3,EDJ-MED-7889e8da-5,30
MAT-POS-1bed62cf-3,ADA-UCB-6c2cb422-1,21
MAT-POS-1bed62cf-3,MAT-POS-4223bc15-40,23
MAT-POS-1bed62cf-3,ALP-POS-fe871b40-11,23
MAT-POS-1bed62cf-3,ALP-POS-c3a96089-4,17
MAT-POS-1bed62cf-3,MAT-POS-c7726e07-5,32
MAT-POS-1bed62cf-3,EDJ-MED-12c4873b-5,30
MAT-POS-1bed62cf-3,EDG-MED-5d232de5-1,23
MAT-POS-1bed62cf-3,MAT-POS-6c284e65-1,16
MAT-POS-1bed62cf-3,MAT-POS-5cd9ea36-13,30
MAT-POS-1bed62cf-3,PET-UNK-8df914d1-2,19
MAT-POS-1bed62cf-3,BEN-DND-c852c98b-10,19
MAT-POS-1bed62cf-3,BEN-BAS-c2bc0d80-7,24
MAT-POS-1bed62cf-3,EDJ-MED-be9e6f63-3,23
MAT-POS-1bed62cf-3,MAT-POS-5cd9ea36-23,23
MAT-POS-1bed62cf-3,MIC-UNK-08cd9c58-1,20
MAT-POS-1bed62cf-3,EDJ-MED-12c4873b-2,23
MAT-POS-1bed62cf-3,ERI-UCB-ce40166b-17,10
MAT-POS-1bed62cf-3,RAL-THA-4aa06b95-1,23
MAT-POS-1bed62cf-3,MAT-POS-5cd9ea36-14,30
MAT-POS-1bed62cf-3,BEN-DND-c852c98b-5,23
MAT-POS-1bed62cf-3,RAL-THA-8416115c-13,23
MAT-POS-1bed62cf-3,ALP-POS-6f6ae286-3,23
MAT-POS-1bed62cf-3,ALP-POS-1cbc2fae-2,24
MAT-POS-1bed62cf-3,ALP-UNI-8d415491-6,23
MAT-POS-1bed62cf-3,MAT-POS-1f3f1a6f-1,21
MAT-POS-1bed62cf-3,EDJ-MED-6bf93aa8-1,23
MAT-POS-1bed62cf-3,MIK-UNK-78dbf1b8-1,18
MAT-POS-1bed62cf-3,MAT-POS-3ccb8ef6-1,24
MAT-POS-1bed62cf-3,MAT-POS-afd4d4fd-2,20
MAT-POS-1bed62cf-3,MIK-ENA-5d9157e9-5,19
MAT-POS-1bed62cf-3,MAT-POS-90fd5f68-20,21
MAT-POS-1bed62cf-3,MAT-POS-90fd5f68-14,21
MAT-POS-1bed62cf-3,PET-UNK-d899bab6-1,21
MAT-POS-1bed62cf-3,MAT-POS-f9802937-7,23
MAT-POS-1bed62cf-3,EDJ-MED-1981ceba-2,23
MAT-POS-1bed62cf-3,ALP-POS-9c80c481-1,24
MAT-POS-1bed62cf-3,EDJ-MED-76744c27-4,23
MAT-POS-1bed62cf-3,MAT-POS-96f51285-5,23
MAT-POS-1bed62cf-3,EDJ-MED-43f8f7d6-6,23
MAT-POS-1bed62cf-3,MAT-POS-bfb445d4-2,11
MAT-POS-1bed62cf-3,MAT-POS-8695a11f-1,23
MAT-POS-1bed62cf-3,ALP-POS-ecbed2ba-12,32
MAT-POS-1bed62cf-3,MAT-POS-86c60949-2,23
MAT-POS-1bed62cf-3,MAT-POS-fb82b63d-3,22
MAT-POS-1bed62cf-3,MAT-POS-50a80394-1,25
MAT-POS-1bed62cf-3,ALP-UNI-8d415491-1,19
MAT-POS-1bed62cf-3,EDG-MED-ee636701-1,24
MAT-POS-1bed62cf-3,MAT-POS-2e8b2191-11,23
MAT-POS-1bed62cf-3,KAD-UNI-80f122c8-2,25
MAT-POS-1bed62cf-3,MAT-POS-c20a539d-4,21
MAT-POS-1bed62cf-3,ALP-UNI-8e43a71e-8,25
MAT-POS-1bed62cf-3,LON-WEI-adc59df6-47,12
MAT-POS-1bed62cf-3,MAT-POS-4223bc15-30,23
MAT-POS-1bed62cf-3,MAT-POS-bfd29aac-1,20
MAT-POS-1bed62cf-3,MAT-POS-90fd5f68-22,21
MAT-POS-1bed62cf-3,EDJ-MED-611d11e7-4,23
MAT-POS-1bed62cf-3,MAT-POS-5cd9ea36-21,23
MAT-POS-1bed62cf-3,PET-UNK-b38839dc-1,21
MAT-POS-1bed62cf-3,MAT-POS-4223bc15-28,27
MAT-POS-1bed62cf-3,ALP-POS-ce760d3f-8,23
MAT-POS-1bed62cf-3,MAT-POS-2e8b2191-10,30
MAT-POS-1bed62cf-3,MAT-POS-fce787c2-3,22
MAT-POS-1bed62cf-3,MAT-POS-e6dd326d-8,24
MAT-POS-1bed62cf-3,SAM-UNK-2684b532-12,17
MAT-POS-1bed62cf-3,MIC-UNK-45817b9b-1,24
MAT-POS-1bed62cf-3,BRU-THA-92256091-17,12
MAT-POS-1bed62cf-3,MAT-POS-5cd9ea36-18,23
MAT-POS-1bed62cf-3,MAT-POS-5cd9ea36-2,23
MAT-POS-1bed62cf-3,PET-UNK-c9c1e0d8-3,24
MAT-POS-1bed62cf-3,ALP-POS-64a710fa-1,10
MAT-POS-1bed62cf-3,MAT-POS-e48723dc-2,25
MAT-POS-1bed62cf-3,MAT-POS-dc2604c4-1,23
MAT-POS-1bed62cf-3,MAT-POS-90fd5f68-37,21
MAT-POS-1bed62cf-3,EDJ-MED-d08626de-3,23
MAT-POS-1bed62cf-3,MAT-POS-90fd5f68-21,21
MAT-POS-1bed62cf-3,RAL-THA-2d450e86-17,21
MAT-POS-1bed62cf-3,LON-WEI-9739a092-9 ,21
MAT-POS-1bed62cf-3,MAT-POS-5cd9ea36-16,23
MAT-POS-1bed62cf-3,ALP-POS-6479a3a9-2,22
MAT-POS-1bed62cf-3,MAT-POS-932d1078-3,22
MAT-POS-1bed62cf-3,ALP-POS-a577c8a2-1,22
MAT-POS-1bed62cf-3,MAT-POS-e9e99895-13,22
MAT-POS-1bed62cf-3,MAT-POS-4223bc15-2,23
MAT-POS-1bed62cf-3,MAT-POS-afb6844f-1,19
MAT-POS-1bed62cf-3,RAL-THA-2d450e86-13,20
MAT-POS-1bed62cf-3,ALP-POS-ce760d3f-2,22
MAT-POS-1bed62cf-3,MAT-POS-e119ab4f-2,23
MAT-POS-1bed62cf-3,RAL-THA-2d450e86-16,20
MAT-POS-1bed62cf-3,RAL-THA-2d450e86-33,19
MAT-POS-1bed62cf-3,EDG-MED-971238d3-1,23
MAT-POS-1bed62cf-3,EDG-MED-5d232de5-8,23
MAT-POS-1bed62cf-3,EDJ-MED-e69ed63d-1,23
MAT-POS-1bed62cf-3,MAT-POS-e119ab4f-1,23
MAT-POS-1bed62cf-3,MAT-POS-90fd5f68-31,21
MAT-POS-1bed62cf-3,MAT-POS-e9e99895-2,22
MAT-POS-1bed62cf-3,MAT-POS-af1eef35-2,23
MAT-POS-1bed62cf-3,EDG-MED-971238d3-4,23
MAT-POS-1bed62cf-3,MAT-POS-dd3ad2b5-3,23
MAT-POS-1bed62cf-3,VLA-UCB-50c39ae8-7,25
MAT-POS-1bed62cf-3,MAT-POS-e119ab4f-5,23
MAT-POS-1bed62cf-3,EDJ-MED-4fff0a85-1,23
MAT-POS-1bed62cf-3,ALP-POS-133e7cd9-2,25
MAT-POS-1bed62cf-3,EDJ-MED-92e193ae-1,23
MAT-POS-1bed62cf-3,RAL-THA-2d450e86-7,20
MAT-POS-1bed62cf-3,RUB-POS-1325a9ea-14,18
MAT-POS-1bed62cf-3,MAT-POS-5d65ec79-1,25
MAT-POS-1bed62cf-3,MAT-POS-4223bc15-18,23
MAT-POS-1bed62cf-3,MAT-POS-a13804f0-3,23
ALP-POS-8b8a49e1-4,EDG-MED-5d232de5-6,14
ALP-POS-8b8a49e1-4,MAT-POS-f2460aef-1,11
ALP-POS-8b8a49e1-4,MAT-POS-e69ad64a-2,17
ALP-POS-8b8a49e1-4,MAT-POS-50a80394-2,15
ALP-POS-8b8a49e1-4,BRU-CON-c4e3408a-1,15
ALP-POS-8b8a49e1-4,PET-UNK-7fb4f80a-2,11
ALP-POS-8b8a49e1-4,EDJ-MED-2f867453-1,12
ALP-POS-8b8a49e1-4,RAL-THA-4aa06b95-7,14
ALP-POS-8b8a49e1-4,MAT-POS-4223bc15-12,13
ALP-POS-8b8a49e1-4,EDJ-MED-968bafd9-1,13
ALP-POS-8b8a49e1-4,MAT-POS-853c0ffa-9,13
ALP-POS-8b8a49e1-4,ALP-POS-477dc5b7-4,16
ALP-POS-8b8a49e1-4,EDG-MED-971238d3-5,14
ALP-POS-8b8a49e1-4,EDG-MED-ba1ac7b9-19,14
ALP-POS-8b8a49e1-4,EDG-MED-0e5afe9d-1,15
ALP-POS-8b8a49e1-4,MAT-POS-90fd5f68-28,11
ALP-POS-8b8a49e1-4,ALP-POS-e0fe77e5-13,16
ALP-POS-8b8a49e1-4,MAT-POS-fce787c2-5,12
ALP-POS-8b8a49e1-4,EDG-MED-5d232de5-7,14
ALP-POS-8b8a49e1-4,MAT-POS-90fd5f68-7,11
ALP-POS-8b8a49e1-4,PET-UNK-29afea89-2,14
ALP-POS-8b8a49e1-4,MAT-POS-5cd9ea36-22,13
ALP-POS-8b8a49e1-4,MAT-POS-78e1d523-1,14
ALP-POS-8b8a49e1-4,RAL-THA-2d450e86-26,10
ALP-POS-8b8a49e1-4,MAT-POS-8293a91a-8,14
ALP-POS-8b8a49e1-4,LON-WEI-9739a092-6,11
ALP-POS-8b8a49e1-4,EDG-MED-ba1ac7b9-11,14
ALP-POS-8b8a49e1-4,PET-UNK-7fb4f80a-1,11
ALP-POS-8b8a49e1-4,EDG-MED-70ae9412-1,15
ALP-POS-8b8a49e1-4,VLA-UCB-34f3ed0c-11,15
ALP-POS-8b8a49e1-4,MAT-POS-de59a476-4,12
ALP-POS-8b8a49e1-4,MAT-POS-5cd9ea36-17,13
ALP-POS-8b8a49e1-4,EDG-MED-70ae9412-2,15
ALP-POS-8b8a49e1-4,EDG-MED-5d232de5-3,14
ALP-POS-8b8a49e1-4,EDJ-MED-c3ea9889-6,14
ALP-POS-8b8a49e1-4,PET-UNK-bb7ffe78-1,11
ALP-POS-8b8a49e1-4,ALP-POS-869ac754-1,15
ALP-POS-8b8a49e1-4,MAT-POS-5d65ec79-2,14
ALP-POS-8b8a49e1-4,MAT-POS-7174c657-5,12
ALP-POS-8b8a49e1-4,EDG-MED-b1ef7fe3-1,14
ALP-POS-8b8a49e1-4,EDJ-MED-43f8f7d6-4,14
ALP-POS-8b8a49e1-4,RUB-POS-1325a9ea-4,11
ALP-POS-8b8a49e1-4,RAL-THA-2d450e86-30,10
ALP-POS-8b8a49e1-4,EDJ-MED-e4b030d8-11,15
ALP-POS-8b8a49e1-4,MAT-POS-dd3ad2b5-2,14
ALP-POS-8b8a49e1-4,MAT-POS-fb82b63d-1,12
ALP-POS-8b8a49e1-4,MAT-POS-1bed62cf-3,14
ALP-POS-8b8a49e1-4,ALP-POS-8b8a49e1-4,23
ALP-POS-8b8a49e1-4,EDG-MED-ba1ac7b9-21,14
ALP-POS-8b8a49e1-4,MAT-POS-e119ab4f-3,14
ALP-POS-8b8a49e1-4,EDJ-MED-8c98ee63-2,14
ALP-POS-8b8a49e1-4,MAT-POS-5cd9ea36-15,14
ALP-POS-8b8a49e1-4,ERI-UCB-d6de1f3c-2,7
ALP-POS-8b8a49e1-4,MAT-POS-2e8b2191-12,14
ALP-POS-8b8a49e1-4,MAT-POS-fce787c2-6,11
ALP-POS-8b8a49e1-4,MAT-POS-de59a476-2,12
ALP-POS-8b8a49e1-4,EDJ-MED-e69ed63d-13,14
ALP-POS-8b8a49e1-4,RAL-THA-2d450e86-6,11
ALP-POS-8b8a49e1-4,JIN-POS-6dc588a4-6,11
ALP-POS-8b8a49e1-4,RAL-THA-2d450e86-12,10
ALP-POS-8b8a49e1-4,EDJ-MED-8bb691af-6,13
ALP-POS-8b8a49e1-4,ALP-POS-477dc5b7-5,17
ALP-POS-8b8a49e1-4,EDG-MED-ba1ac7b9-13,14
ALP-POS-8b8a49e1-4,ALP-UNI-3735e77e-2,15
ALP-POS-8b8a49e1-4,RAL-THA-8416115c-5,14
ALP-POS-8b8a49e1-4,MAT-POS-e6dd326d-6,14
ALP-POS-8b8a49e1-4,MAT-POS-90fd5f68-13,11
ALP-POS-8b8a49e1-4,ALP-UNI-3735e77e-1,15
ALP-POS-8b8a49e1-4,TRY-UNI-2eddb1ff-7,11
ALP-POS-8b8a49e1-4,MIK-ENA-5d9157e9-6,12
ALP-POS-8b8a49e1-4,MAT-POS-4223bc15-3,13
ALP-POS-8b8a49e1-4,MAT-POS-4223bc15-11,13
ALP-POS-8b8a49e1-4,MAT-POS-4223bc15-23,14
ALP-POS-8b8a49e1-4,EDJ-MED-1981ceba-4,13
ALP-POS-8b8a49e1-4,ALP-UNI-8d415491-3,14
ALP-POS-8b8a49e1-4,MAT-POS-90fd5f68-2,11
ALP-POS-8b8a49e1-4,VLA-UNK-82501c2c-1,11
ALP-POS-8b8a49e1-4,EDJ-MED-705e09b8-1,14
ALP-POS-8b8a49e1-4,EDJ-MED-1981ceba-3,13
ALP-POS-8b8a49e1-4,MAT-POS-90fd5f68-38,11
ALP-POS-8b8a49e1-4,RAL-THA-2d450e86-1,10
ALP-POS-8b8a49e1-4,MAT-POS-e9e99895-11,12
ALP-POS-8b8a49e1-4,EDJ-MED-8bb691af-8,14
ALP-POS-8b8a49e1-4,EDG-MED-10fcb19e-1,14
ALP-POS-8b8a49e1-4,EDJ-MED-4fff0a85-3,13
ALP-POS-8b8a49e1-4,EDJ-MED-7889e8da-3,14
ALP-POS-8b8a49e1-4,MAT-POS-fce787c2-4,12
ALP-POS-8b8a49e1-4,JAN-GHE-5a013bed-2,11
ALP-POS-8b8a49e1-4,MAT-POS-a54ce14d-2,14
ALP-POS-8b8a49e1-4,MAT-POS-e9e99895-6,12
ALP-POS-8b8a49e1-4,RAL-THA-2d450e86-10,10
ALP-POS-8b8a49e1-4,MAT-POS-90fd5f68-19,11
ALP-POS-8b8a49e1-4,ALP-POS-1cbc2fae-1,12
ALP-POS-8b8a49e1-4,ALP-POS-6f6ae286-5,14
ALP-POS-8b8a49e1-4,EDJ-MED-9e38fd34-1,12
ALP-POS-8b8a49e1-4,VLA-UCB-50c39ae8-2,16
ALP-POS-8b8a49e1-4,EDJ-MED-7889e8da-5,14
ALP-POS-8b8a49e1-4,ADA-UCB-6c2cb422-1,11
ALP-POS-8b8a49e1-4,MAT-POS-4223bc15-40,13
ALP-POS-8b8a49e1-4,ALP-POS-fe871b40-11,14
ALP-POS-8b8a49e1-4,ALP-POS-c3a96089-4,11
ALP-POS-8b8a49e1-4,MAT-POS-c7726e07-5,14
ALP-POS-8b8a49e1-4,EDJ-MED-12c4873b-5,19
ALP-POS-8b8a49e1-4,EDG-MED-5d232de5-1,15
ALP-POS-8b8a49e1-4,MAT-POS-6c284e65-1,11
ALP-POS-8b8a49e1-4,MAT-POS-5cd9ea36-13,14
ALP-POS-8b8a49e1-4,PET-UNK-8df914d1-2,11
ALP-POS-8b8a49e1-4,BEN-DND-c852c98b-10,15
ALP-POS-8b8a49e1-4,BEN-BAS-c2bc0d80-7,15
ALP-POS-8b8a49e1-4,EDJ-MED-be9e6f63-3,13
ALP-POS-8b8a49e1-4,MAT-POS-5cd9ea36-23,13
ALP-POS-8b8a49e1-4,MIC-UNK-08cd9c58-1,11
ALP-POS-8b8a49e1-4,EDJ-MED-12c4873b-2,16
ALP-POS-8b8a49e1-4,ERI-UCB-ce40166b-17,10
ALP-POS-8b8a49e1-4,RAL-THA-4aa06b95-1,14
ALP-POS-8b8a49e1-4,MAT-POS-5cd9ea36-14,16
ALP-POS-8b8a49e1-4,BEN-DND-c852c98b-5,15
ALP-POS-8b8a49e1-4,RAL-THA-8416115c-13,14
ALP-POS-8b8a49e1-4,ALP-POS-6f6ae286-3,14
ALP-POS-8b8a49e1-4,ALP-POS-1cbc2fae-2,13
ALP-POS-8b8a49e1-4,ALP-UNI-8d415491-6,14
ALP-POS-8b8a49e1-4,MAT-POS-1f3f1a6f-1,12
ALP-POS-8b8a49e1-4,EDJ-MED-6bf93aa8-1,14
ALP-POS-8b8a49e1-4,MIK-UNK-78dbf1b8-1,13
ALP-POS-8b8a49e1-4,MAT-POS-3ccb8ef6-1,13
ALP-POS-8b8a49e1-4,MAT-POS-afd4d4fd-2,10
ALP-POS-8b8a49e1-4,MIK-ENA-5d9157e9-5,12
ALP-POS-8b8a49e1-4,MAT-POS-90fd5f68-20,11
ALP-POS-8b8a49e1-4,MAT-POS-90fd5f68-14,11
ALP-POS-8b8a49e1-4,PET-UNK-d899bab6-1,11
ALP-POS-8b8a49e1-4,MAT-POS-f9802937-7,15
ALP-POS-8b8a49e1-4,EDJ-MED-1981ceba-2,13
ALP-POS-8b8a49e1-4,ALP-POS-9c80c481-1,14
ALP-POS-8b8a49e1-4,EDJ-MED-76744c27-4,13
ALP-POS-8b8a49e1-4,MAT-POS-96f51285-5,15
ALP-POS-8b8a49e1-4,EDJ-MED-43f8f7d6-6,14
ALP-POS-8b8a49e1-4,MAT-POS-bfb445d4-2,11
ALP-POS-8b8a49e1-4,MAT-POS-8695a11f-1,13
ALP-POS-8b8a49e1-4,ALP-POS-ecbed2ba-12,14
ALP-POS-8b8a49e1-4,MAT-POS-86c60949-2,14
ALP-POS-8b8a49e1-4,MAT-POS-fb82b63d-3,12
ALP-POS-8b8a49e1-4,MAT-POS-50a80394-1,15
ALP-POS-8b8a49e1-4,ALP-UNI-8d415491-1,14
ALP-POS-8b8a49e1-4,EDG-MED-ee636701-1,14
ALP-POS-8b8a49e1-4,MAT-POS-2e8b2191-11,14
ALP-POS-8b8a49e1-4,KAD-UNI-80f122c8-2,14
ALP-POS-8b8a49e1-4,MAT-POS-c20a539d-4,11
ALP-POS-8b8a49e1-4,ALP-UNI-8e43a71e-8,14
ALP-POS-8b8a49e1-4,LON-WEI-adc59df6-47,11
ALP-POS-8b8a49e1-4,MAT-POS-4223bc15-30,13
ALP-POS-8b8a49e1-4,MAT-POS-bfd29aac-1,13
ALP-POS-8b8a49e1-4,MAT-POS-90fd5f68-22,11
ALP-POS-8b8a49e1-4,EDJ-MED-611d11e7-4,14
ALP-POS-8b8a49e1-4,MAT-POS-5cd9ea36-21,13
ALP-POS-8b8a49e1-4,PET-UNK-b38839dc-1,11
ALP-POS-8b8a49e1-4,MAT-POS-4223bc15-28,14
ALP-POS-8b8a49e1-4,ALP-POS-ce760d3f-8,14
ALP-POS-8b8a49e1-4,MAT-POS-2e8b2191-10,14
ALP-POS-8b8a49e1-4,MAT-POS-fce787c2-3,13
ALP-POS-8b8a49e1-4,MAT-POS-e6dd326d-8,15
ALP-POS-8b8a49e1-4,SAM-UNK-2684b532-12,11
ALP-POS-8b8a49e1-4,MIC-UNK-45817b9b-1,14
ALP-POS-8b8a49e1-4,BRU-THA-92256091-17,11
ALP-POS-8b8a49e1-4,MAT-POS-5cd9ea36-18,13
ALP-POS-8b8a49e1-4,MAT-POS-5cd9ea36-2,13
ALP-POS-8b8a49e1-4,PET-UNK-c9c1e0d8-3,15
ALP-POS-8b8a49e1-4,ALP-POS-64a710fa-1,13
ALP-POS-8b8a49e1-4,MAT-POS-e48723dc-2,16
ALP-POS-8b8a49e1-4,MAT-POS-dc2604c4-1,13
ALP-POS-8b8a49e1-4,MAT-POS-90fd5f68-37,11
ALP-POS-8b8a49e1-4,EDJ-MED-d08626de-3,14
ALP-POS-8b8a49e1-4,MAT-POS-90fd5f68-21,11
ALP-POS-8b8a49e1-4,RAL-THA-2d450e86-17,11
ALP-POS-8b8a49e1-4,LON-WEI-9739a092-9 ,11
ALP-POS-8b8a49e1-4,MAT-POS-5cd9ea36-16,13
ALP-POS-8b8a49e1-4,ALP-POS-6479a3a9-2,11
ALP-POS-8b8a49e1-4,MAT-POS-932d1078-3,13
ALP-POS-8b8a49e1-4,ALP-POS-a577c8a2-1,13
ALP-POS-8b8a49e1-4,MAT-POS-e9e99895-13,12
ALP-POS-8b8a49e1-4,MAT-POS-4223bc15-2,13
ALP-POS-8b8a49e1-4,MAT-POS-afb6844f-1,15
ALP-POS-8b8a49e1-4,RAL-THA-2d450e86-13,10
ALP-POS-8b8a49e1-4,ALP-POS-ce760d3f-2,15
ALP-POS-8b8a49e1-4,MAT-POS-e119ab4f-2,14
ALP-POS-8b8a49e1-4,RAL-THA-2d450e86-16,10
ALP-POS-8b8a49e1-4,RAL-THA-2d450e86-33,9
ALP-POS-8b8a49e1-4,EDG-MED-971238d3-1,14
ALP-POS-8b8a49e1-4,EDG-MED-5d232de5-8,14
ALP-POS-8b8a49e1-4,EDJ-MED-e69ed63d-1,14
ALP-POS-8b8a49e1-4,MAT-POS-e119ab4f-1,14
ALP-POS-8b8a49e1-4,MAT-POS-90fd5f68-31,11
ALP-POS-8b8a49e1-4,MAT-POS-e9e99895-2,12
ALP-POS-8b8a49e1-4,MAT-POS-af1eef35-2,13
ALP-POS-8b8a49e1-4,EDG-MED-971238d3-4,14
ALP-POS-8b8a49e1-4,MAT-POS-dd3ad2b5-3,13
ALP-POS-8b8a49e1-4,VLA-UCB-50c39ae8-7,18
ALP-POS-8b8a49e1-4,MAT-POS-e119ab4f-5,13
ALP-POS-8b8a49e1-4,EDJ-MED-4fff0a85-1,13
ALP-POS-8b8a49e1-4,ALP-POS-133e7cd9-2,15
ALP-POS-8b8a49e1-4,EDJ-MED-92e193ae-1,14
ALP-POS-8b8a49e1-4,RAL-THA-2d450e86-7,10
ALP-POS-8b8a49e1-4,RUB-POS-1325a9ea-14,11
ALP-POS-8b8a49e1-4,MAT-POS-5d65ec79-1,14
ALP-POS-8b8a49e1-4,MAT-POS-4223bc15-18,13
ALP-POS-8b8a49e1-4,MAT-POS-a13804f0-3,15
EDG-MED-ba1ac7b9-21,EDG-MED-5d232de5-6,25
EDG-MED-ba1ac7b9-21,MAT-POS-f2460aef-1,10
EDG-MED-ba1ac7b9-21,MAT-POS-e69ad64a-2,23
EDG-MED-ba1ac7b9-21,MAT-POS-50a80394-2,24
EDG-MED-ba1ac7b9-21,BRU-CON-c4e3408a-1,20
EDG-MED-ba1ac7b9-21,PET-UNK-7fb4f80a-2,21
EDG-MED-ba1ac7b9-21,EDJ-MED-2f867453-1,23
EDG-MED-ba1ac7b9-21,RAL-THA-4aa06b95-7,27
EDG-MED-ba1ac7b9-21,MAT-POS-4223bc15-12,22
EDG-MED-ba1ac7b9-21,EDJ-MED-968bafd9-1,22
EDG-MED-ba1ac7b9-21,MAT-POS-853c0ffa-9,24
EDG-MED-ba1ac7b9-21,ALP-POS-477dc5b7-4,26
EDG-MED-ba1ac7b9-21,EDG-MED-971238d3-5,25
EDG-MED-ba1ac7b9-21,EDG-MED-ba1ac7b9-19,36
EDG-MED-ba1ac7b9-21,EDG-MED-0e5afe9d-1,20
EDG-MED-ba1ac7b9-21,MAT-POS-90fd5f68-28,21
EDG-MED-ba1ac7b9-21,ALP-POS-e0fe77e5-13,25
EDG-MED-ba1ac7b9-21,MAT-POS-fce787c2-5,21
EDG-MED-ba1ac7b9-21,EDG-MED-5d232de5-7,23
EDG-MED-ba1ac7b9-21,MAT-POS-90fd5f68-7,21
EDG-MED-ba1ac7b9-21,PET-UNK-29afea89-2,24
EDG-MED-ba1ac7b9-21,MAT-POS-5cd9ea36-22,22
EDG-MED-ba1ac7b9-21,MAT-POS-78e1d523-1,23
EDG-MED-ba1ac7b9-21,RAL-THA-2d450e86-26,20
EDG-MED-ba1ac7b9-21,MAT-POS-8293a91a-8,25
EDG-MED-ba1ac7b9-21,LON-WEI-9739a092-6,21
EDG-MED-ba1ac7b9-21,EDG-MED-ba1ac7b9-11,34
EDG-MED-ba1ac7b9-21,PET-UNK-7fb4f80a-1,21
EDG-MED-ba1ac7b9-21,EDG-MED-70ae9412-1,25
EDG-MED-ba1ac7b9-21,VLA-UCB-34f3ed0c-11,24
EDG-MED-ba1ac7b9-21,MAT-POS-de59a476-4,21
